C.D.S.  -  SIMBAD4 rel 1.8  -  2024.02.16CET12:23:02

coord 194.87996 27.96504 (FK5, 2000, 2000), radius: 30 arcmin
-------------------------------------------------------------

Number of objects : 3634

 #  |dist(asec)|             identifier              |typ|       coord1 (ICRS,J2000/2000)        |  redshift  |  Mag B  |         morph. type         |       ang. size       
----|----------|-------------------------------------|---|---------------------------------------|------------|---------|-----------------------------|-----------------------
3240|   1661.52|2XMM J130115.6+274236                |X  |13 01 15.605 +27 42 36.27              |~           |     ~   |~ ~ ~                        |    ~     ~            
3241|   1661.87|[HHM2010] 194.63389+27.55800         |G  |12 58 32.130 +27 33 28.79              |~           |     ~   |~ ~ ~                        |    ~     ~            
3242|   1662.08|2MASS J13001726+2823404              |*  |13 00 17.2648743744 +28 23 40.551562392|~           |     ~   |~ ~ ~                        |    ~     ~            
3243|   1662.32|GMP 2540                             |G  |13 00 39.8 +28 21 07                   |~           |     ~   |~ ~ ~                        |    ~     ~            
3244|   1665.31|[HHM2010] 194.63210+27.55776         |G  |12 58 31.703 +27 33 27.92              |~           |     ~   |~ ~ ~                        |    ~     ~            
3245|   1665.45|GMP 1958                             |GiC|13 01 36.6 +27 56 03                   |~           |     ~   |~ ~ ~                        |    ~     ~            
3246|   1665.48|GMP 1994                             |G  |13 01 32.3 +27 50 31                   |~           |     ~   |~ ~ ~                        |    ~     ~            
3247|   1666.11|[HHM2010] 194.49706+27.64964         |G  |12 57 59.293 +27 38 58.67              |~           |     ~   |~ ~ ~                        |    ~     ~            
3248|   1666.16|[HHM2010] 194.63622+27.55555         |G  |12 58 32.692 +27 33 19.97              |~           |     ~   |~ ~ ~                        |    ~     ~            
3249|   1666.73|[HHM2010] 194.55150+27.60462         |G  |12 58 12.359 +27 36 16.61              |~           |     ~   |~ ~ ~                        |    ~     ~            
3250|   1666.73|[HHM2010] 194.66513+27.54290         |G  |12 58 39.628 +27 32 34.43              |~           |     ~   |~ ~ ~                        |    ~     ~            
3251|   1667.72|LEDA 126840                          |GiC|12 58 03.4564255896 +27 37 59.946568104|0.06803     |     ~   |E D ~                        |0.223 0.165            
3252|   1667.94|[YKK2016] 283                        |LSB|12 59 48.828 +27 30 22.73              |~           |     ~   |~ ~ ~                        |0.075 0.075            
3253|   1668.56|[HHM2010] 194.62133+27.56201         |G  |12 58 29.116 +27 33 43.20              |~           |     ~   |~ ~ ~                        |    ~     ~            
3254|   1668.84|[APD2000] J130020.8+282328           |IR |13 00 20.812 +28 23 28.60              |~           |22.12    |~ ~ ~                        |    ~     ~            
3255|   1668.95|NVSS J130136+275559                  |Rad|13 01 36.864 +27 56 02.87              |~           |     ~   |~ ~ ~                        |    ~     ~            
3256|   1669.42|2MASS J13011974+2812039              |*  |13 01 19.7541920112 +28 12 04.283204328|~           |     ~   |~ ~ ~                        |    ~     ~            
3257|   1669.44|LEDA 83723                           |GiC|12 58 38.4166085016 +27 32 38.796009144|0.01991     |16.69    |E/S0 D ~                     |0.099433333 0.099433333
3258|   1670.03|[HHM2010] 194.66518+27.54187         |G  |12 58 39.637 +27 32 30.76              |~           |     ~   |~ ~ ~                        |    ~     ~            
3259|   1670.10|[HHM2010] 194.58061+27.58417         |G  |12 58 19.345 +27 35 03.00              |~           |     ~   |~ ~ ~                        |    ~     ~            
3260|   1670.12|[BCF91] 392                          |UV |13 01 35.77 +28 02 12.9                |~           |19.00    |~ ~ ~                        |    ~     ~            
3261|   1670.16|[HHM2010] 194.52224+27.62579         |G  |12 58 05.338 +27 37 32.80              |~           |     ~   |~ ~ ~                        |    ~     ~            
3262|   1670.35|2XMM J125733.3+274802                |Q? |12 57 33.3708825384 +27 48 02.645095320|~           |     ~   |~ ~ ~                        |    ~     ~            
3263|   1670.39|[APD2000] J130106.2+281613           |IR |13 01 06.251 +28 16 13.50              |~           |22.62    |~ ~ ~                        |    ~     ~            
3264|   1670.42|2XMM J130007.5+282434                |X  |13 00 07.550 +28 24 33.90              |~           |     ~   |~ ~ ~                        |    ~     ~            
3265|   1670.57|KUV 12562+2839                       |HS*|12 58 34.4319583776 +28 22 46.646200524|~           |16.7     |~ ~ ~                        |    ~     ~            
3266|   1671.43|Weis 63185                           |*  |13 01 36.5 +27 54 44                   |~           |13.72    |~ ~ ~                        |    ~     ~            
3267|   1671.85|[HHM2010] 194.62539+27.55894         |G  |12 58 30.091 +27 33 32.17              |~           |     ~   |~ ~ ~                        |    ~     ~            
3268|   1672.12|[HHM2010] 194.67207+27.53856         |G  |12 58 41.295 +27 32 18.80              |~           |     ~   |~ ~ ~                        |    ~     ~            
3269|   1672.66|OMHR J130132.61+275018.4             |Q? |13 01 32.5884815496 +27 50 18.101977296|~           |18.85    |~ ~ ~                        |    ~     ~            
3270|   1672.69|[K94] 125848.10+283042.2             |Rad|13 01 12.52 +28 14 34.3                |~           |     ~   |~ ~ ~                        |    ~     ~            
3271|   1673.56|Weis 63999                           |*  |13 00 36.8 +27 34 05                   |~           |13.95    |~ ~ ~                        |    ~     ~            
3272|   1674.33|TYC 1995-1161-1                      |*  |13 00 04.1315205552 +28 24 50.840237484|-0.000038   |12.76    |~ ~ ~                        |    ~     ~            
3273|   1675.15|[HHM2010] 194.64081+27.55064         |G  |12 58 33.791 +27 33 02.29              |~           |20.91    |~ ~ ~                        |0.102 0.102            
3274|   1675.55|[ABD2005] G4                         |GrG|13 01 25.6 +27 46 03                   |0.025773    |     ~   |~ ~ ~                        |    ~     ~            
3275|   1676.33|[HHM2010] 194.54385+27.60671         |G  |12 58 10.523 +27 36 24.13              |~           |     ~   |~ ~ ~                        |    ~     ~            
3276|   1676.68|[HHM2010] 194.58673+27.57827         |G  |12 58 20.813 +27 34 41.74              |~           |     ~   |~ ~ ~                        |    ~     ~            
3277|   1676.94|A2 340                               |*  |13 01 27.2066139600 +27 46 46.648934544|~           |17.75    |~ ~ ~                        |    ~     ~            
3278|   1677.08|GMP 2064                             |G  |13 01 25.7 +28 09 52                   |~           |     ~   |~ ~ ~                        |    ~     ~            
3279|   1677.22|GMP 4833                             |G  |12 57 31.4 +28 07 00                   |~           |     ~   |~ ~ ~                        |    ~     ~            
3280|   1677.68|[HHM2010] 194.57156+27.58726         |G  |12 58 17.172 +27 35 14.13              |~           |     ~   |~ ~ ~                        |    ~     ~            
3281|   1678.24|LEDA 1834087                         |GiC|12 58 32.287 +28 22 40.70              |0.01962     |     ~   |dG D 2010MNRAS.404.1745M     | 0.25  0.23            
3282|   1678.31|[K94] 125848.90+283030.8             |IR |13 01 13.4 +28 14 28                   |~           |     ~   |~ ~ ~                        |    ~     ~            
3283|   1678.86|GMP 4782                             |G  |12 57 35.9 +28 09 34                   |~           |     ~   |~ ~ ~                        |    ~     ~            
3284|   1679.31|[HHM2010] 194.66116+27.54066         |G  |12 58 38.676 +27 32 26.35              |~           |     ~   |~ ~ ~                        |    ~     ~            
3285|   1679.41|[YKK2016] 46                         |LSB|13 01 00.169 +27 37 59.79              |~           |     ~   |~ ~ ~                        |0.088 0.088            
3286|   1680.18|[HHM2010] 194.70324+27.52532         |G  |12 58 48.774 +27 31 31.13              |~           |     ~   |~ ~ ~                        |    ~     ~            
3287|   1680.27|A2 234                               |*  |12 57 41.9456258856 +27 43 43.264418772|~           |17.05    |~ ~ ~                        |    ~     ~            
3288|   1680.34|[HHM2010] 194.57750+27.58262         |G  |12 58 18.599 +27 34 57.42              |~           |     ~   |~ ~ ~                        |    ~     ~            
3289|   1680.47|GMP 3568                             |G  |12 59 19.1 +28 25 47                   |~           |     ~   |~ ~ ~                        |    ~     ~            
3290|   1680.69|5C 4.123                             |Rad|13 01 06.1 +27 39 21                   |~           |     ~   |~ ~ ~                        |    ~     ~            
3291|   1680.80|LEDA 126739                          |GiC|13 01 37.3353886872 +28 00 56.761165152|0.02384     |     ~   |~ ~ ~                        | 0.21  0.17            
3292|   1680.83|GMP 1941                             |G  |13 01 37.9 +27 59 22                   |~           |     ~   |~ ~ ~                        |    ~     ~            
3293|   1681.29|[YKK2016] 622                        |LSB|12 57 26.346 +28 02 59.46              |~           |     ~   |~ ~ ~                        |0.108 0.108            
3294|   1681.41|LEDA 44461                           |AGN|12 58 28.408 +27 33 33.76              |0.02526     |16       |dG D 2010MNRAS.404.1745M     | 0.59  0.30            
3295|   1681.97|2XMM J130008.3+273106                |X  |13 00 08.4459128232 +27 31 06.548358288|~           |     ~   |~ ~ ~                        |    ~     ~            
3296|   1682.37|GMP 2321                             |G  |13 01 02.0 +28 17 32                   |~           |     ~   |~ ~ ~                        |    ~     ~            
3297|   1682.40|[HHM2010] 194.53420+27.61172         |G  |12 58 08.208 +27 36 42.18              |~           |     ~   |~ ~ ~                        |    ~     ~            
3298|   1682.43|Gaia DR3 1460688243879808256         |*  |12 59 49.9936659624 +27 30 10.339151580|~           |     ~   |~ ~ ~                        |    ~     ~            
3299|   1682.91|GMP 2121                             |G  |13 01 21.3 +28 11 56                   |~           |     ~   |~ ~ ~                        |    ~     ~            
3300|   1682.92|[HHM2010] 194.59379+27.57209         |G  |12 58 22.507 +27 34 19.50              |~           |     ~   |~ ~ ~                        |    ~     ~            
3301|   1682.96|[HHM2010] 194.70435+27.52415         |*  |12 58 49.041 +27 31 26.93              |~           |     ~   |~ ~ ~                        |    ~     ~            
3302|   1683.28|[HHM2010] 194.64762+27.54510         |G  |12 58 35.426 +27 32 42.36              |~           |     ~   |~ ~ ~                        |    ~     ~            
3303|   1683.97|[HHM2010] 194.62212+27.55670         |G  |12 58 29.306 +27 33 24.10              |~           |     ~   |~ ~ ~                        |    ~     ~            
3304|   1685.04|[HHM2010] 194.72270+27.51815         |G  |12 58 53.447 +27 31 05.33              |~           |     ~   |~ ~ ~                        |    ~     ~            
